id,city,country,region,short_description,budget_level,master_travel_score,rank_overall,data_sources,source_count,climate_zone,climate_avg_temp_c,climate_source,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,composite_score,ideal_weekend,ideal_short_trip,ideal_one_week,ideal_long_trip,meteo_avg_temp_c,meteo_annual_precip_mm,meteo_avg_daily_sun_h,meteo_avg_comfort,meteo_best_comfort_month,meteo_wet_months,meteo_cold_months,meteo_hot_months,image_score,image_count,avg_text_quality,avg_colorfulness,avg_brightness,avg_contrast,avg_attractiveness,col_cost_of_living_index,col_rent_index,col_groceries_index,col_restaurant_index,col_purchasing_power_index,col_affordability_tier,col_value_score
128e077c-0b2e-43dc-a395-59dcb2fdabe7,Galle,Sri Lanka,asia,"Charming cobblestone streets, colonial architecture, and the salty breeze of the ocean create a serene and timeless atmosphere.",Budget,6.41,118,climate|cost|wtc_ratings,3,Tropical/Hot,28.16,meteostat,4,3,4,4,2,4,3,3,4,3.44,True,True,False,False,28.16,15541.0,,7.69,9.0,84.0,0.0,90.0,,,,,,,,31.29,8.23,37.67,17.27,19.27,Budget,0.616
fe273668-236b-47ac-a87d-f02f36cd6181,Miami,United States,north_america,"Vibrant streets pulsate with Latin beats, ocean breezes carry the scent of salt and sunscreen, and art deco architecture adds a nostalgic charm.",Luxury,6.41,119,climate|cost|wtc_ratings,3,Tropical/Hot,25.71,meteostat,3,3,3,5,5,4,4,4,2,3.67,True,True,True,False,25.71,25146.0,7.34,8.37,4.0,83.0,0.0,54.0,,,,,,,,70.13,42.07,70.37,70.07,106.34,Expensive,1.516
fe145875-322b-408f-8ce9-f4d04baf00a7,Oaxaca City,Mexico,north_america,Colorful streets filled with vibrant markets and the aroma of rich mole sauces create a warm and inviting cultural tapestry.,Mid-range,6.41,120,climate|cost|wtc_ratings,3,Warm/Mediterranean,20.92,meteostat,5,3,3,1,3,5,3,3,3,3.22,True,True,True,False,20.92,11365.1,7.43,9.73,2.0,81.0,0.0,0.0,,,,,,,,35.35,12.55,34.82,32.67,38.62,Mid-range,1.093
88216c54-79d7-4a01-92ed-307521f5e34a,Casablanca,Morocco,africa,"Vibrant markets, aromatic spices, and stunning architecture create an inviting atmosphere, blending modern energy with rich cultural heritage.",Budget,6.41,121,climate|cost|wtc_ratings,3,Warm/Mediterranean,18.73,meteostat,4,3,2,3,4,4,3,4,2,3.22,True,True,True,False,18.73,5404.0,8.52,9.64,3.0,84.0,0.0,0.0,,,,,,,,33.83,8.98,30.63,24.52,34.36,Budget,1.016
d9f5aa87-6ce6-4675-b55c-e64635035d90,Odessa,Ukraine,europe,"Charming cobblestone streets, lively markets, and the gentle sea breeze create a relaxed yet vibrant atmosphere perfect for unwinding and exploring.",Budget,6.4,122,climate|cost|wtc_ratings,3,Temperate,12.03,meteostat,4,3,3,4,4,4,3,4,2,3.44,True,True,True,False,12.03,6742.7,6.32,7.61,5.0,84.0,78.0,0.0,,,,,,,,30.71,10.57,26.3,25.75,37.22,Budget,1.212
4c88db7e-4c60-4395-9464-91ea959e2d13,La Palma,Spain,europe,"Lush landscapes and volcanic vistas create a serene atmosphere, inviting you to explore its quiet trails and charming coastal villages.",Mid-range,6.4,123,climate|cost|wtc_ratings,3,Warm/Mediterranean,21.29,meteostat,3,4,5,3,2,3,4,2,4,3.33,True,True,True,False,21.29,3836.0,6.15,9.97,6.0,82.0,0.0,0.0,,,,,,,,53.88,21.25,45.69,53.96,70.04,Mid-range,1.3
8755d625-7efa-4e92-aed9-cb2386083a44,New York,United States,north_america,"The city buzzes with energy, offering iconic skylines, diverse cultures, and a sensory overload of sights, sounds, and tastes at every corner.",Luxury,6.4,124,climate|visual|cost|wtc_ratings,4,Temperate,13.73,meteostat,5,3,3,2,5,5,3,5,1,3.56,False,True,True,True,13.73,500.3,,7.06,9.0,2.0,35.0,0.0,36.1,3.0,3.667,30.158,147.44,59.606,3.765,70.13,42.07,70.37,70.07,106.34,Expensive,1.516
613265cd-5dfd-43b3-9488-b02ba5f760bb,Kota Kinabalu,Malaysia,asia,"Lush rainforests meet vibrant city life, offering a blend of natural wonders and cultural richness that invites exploration and adventure.",Mid-range,6.4,125,climate|cost|wtc_ratings,3,Tropical/Hot,27.68,meteostat,3,4,5,4,3,4,3,3,3,3.56,True,True,True,False,27.68,39566.0,,7.12,2.0,83.0,0.0,45.0,,,,,,,,37.02,9.87,39.45,20.84,55.3,Mid-range,1.494
f03bee1f-4a0c-48b7-9552-b0520359357d,Trinidad,Cuba,north_america,"Cobblestone streets echo with the sounds of salsa music, while colorful colonial buildings and vibrant markets create a lively, timeless atmosphere.",Budget,6.39,126,climate|cost|wtc_ratings,3,Tropical/Hot,24.17,meteostat,5,3,4,3,3,4,3,2,4,3.44,True,True,False,False,24.17,2289.3,,9.13,2.0,16.0,0.0,0.0,,,,,,,,55.0,15.23,47.93,33.54,1.45,Mid-range,0.026
43b173aa-a4f5-4676-9434-bacadf6d49ff,Porto,Portugal,europe,"Charming riverside streets, vibrant tiles, and the rich aroma of port wine create a warm and inviting atmosphere perfect for leisurely exploration.",Mid-range,6.39,127,climate|cost|wtc_ratings,3,Temperate,15.34,meteostat,4,3,3,3,4,5,3,4,3,3.56,True,True,True,False,15.34,3674.7,,7.8,7.0,17.0,4.0,0.0,,,,,,,,47.94,20.73,39.01,40.26,46.8,Mid-range,0.976
49075331-5017-45a7-8645-0c668b2fe1bb,Delhi,India,asia,"Bustling streets filled with vibrant colors, diverse aromas, and the sounds of life create an energetic and unforgettable experience.",Budget,6.39,128,climate|cost|wtc_ratings,3,Tropical/Hot,25.36,meteostat,5,3,2,1,4,5,3,5,1,3.22,False,True,True,False,25.36,11559.5,5.87,8.96,2.0,82.0,0.0,80.0,,,,,,,,24.43,5.3,26.43,17.56,49.72,Budget,2.035
32ad5264-2d93-468d-84a0-f816c4833366,Puebla,Mexico,north_america,"Cobblestone streets filled with vibrant colors, lively markets, and the aroma of rich mole create an inviting and warm atmosphere.",Mid-range,6.38,129,climate|cost|wtc_ratings,3,Warm/Mediterranean,17.26,meteostat,5,3,3,1,3,5,3,4,2,3.22,True,True,True,False,17.26,13340.7,7.67,9.59,3.0,82.0,0.0,0.0,,,,,,,,35.35,12.55,34.82,32.67,38.62,Mid-range,1.093
643c3ffc-f74a-444b-b836-da588781da27,Zakynthos,Greece,europe,"Golden sandy beaches, crystal-clear waters, and charming villages create a serene and inviting atmosphere perfect for relaxation and exploration.",Mid-range,6.37,130,climate|cost|wtc_ratings,3,Warm/Mediterranean,19.04,meteostat,3,3,4,5,4,4,3,2,3,3.44,True,True,True,False,19.04,11477.8,8.2,9.12,4.0,84.0,3.0,23.0,,,,,,,,56.22,12.68,44.73,52.19,39.73,Mid-range,0.707
ba3d2dcb-3018-423f-8ede-9d98932aaf84,Key West,United States,north_america,"Sun-drenched streets with a laid-back vibe, vibrant art scenes, and ocean breezes create a carefree, tropical escape full of charm.",Luxury,6.37,131,climate|cost|wtc_ratings,3,Tropical/Hot,26.11,meteostat,3,4,4,5,4,4,3,3,3,3.67,True,True,False,False,26.11,14139.0,,8.24,2.0,84.0,0.0,56.0,,,,,,,,70.13,42.07,70.37,70.07,106.34,Expensive,1.516
007e1c9a-9bbf-4560-a8d5-4fb17176b300,Rabat,Morocco,africa,"A city where historic medinas meet modern boulevards, offering a serene coastal vibe with the scent of sea air and spices.",Budget,6.36,132,climate|cost|wtc_ratings,3,Warm/Mediterranean,17.49,meteostat,4,2,3,3,3,4,3,4,3,3.22,True,True,True,False,17.49,7014.5,7.88,9.45,4.0,81.0,1.0,0.0,,,,,,,,33.83,8.98,30.63,24.52,34.36,Budget,1.016
1a386d6a-e1e0-4c8d-b452-ba6851cd56f6,Granada,Spain,europe,"Winding cobblestone streets lead to vibrant plazas filled with the aromas of tapas, while the Alhambra's majestic presence captivates with its historic allure.",Mid-range,6.36,133,climate|cost|wtc_ratings,3,Tropical/Hot,27.65,meteostat,5,3,3,2,4,5,3,4,2,3.44,True,True,True,False,27.65,10382.6,7.94,8.93,4.0,62.0,0.0,51.0,,,,,,,,53.88,21.25,45.69,53.96,70.04,Mid-range,1.3
c929605b-29fe-440d-9b79-c0a899e95238,Antigua,Guatemala,north_america,Cobblestone streets lined with colorful colonial buildings and vibrant markets create an enchanting atmosphere that feels both historic and warmly inviting.,Budget,6.36,134,climate|cost|wtc_ratings,3,Warm/Mediterranean,19.52,meteostat,5,3,4,1,3,4,3,3,4,3.33,True,True,False,False,19.52,3066.5,,9.16,5.0,10.0,0.0,0.0,,,,,,,,43.49,15.6,41.92,32.59,26.35,Mid-range,0.606
cc659b5c-096d-4c4e-be39-a30676e948d9,Monterrey,Mexico,north_america,"Nestled between dramatic mountains, the city offers a vibrant blend of modern life and cultural richness, with lively streets and friendly locals.",Mid-range,6.36,135,climate|cost|wtc_ratings,3,Warm/Mediterranean,23.16,meteostat,4,3,4,1,4,4,3,4,2,3.22,True,True,False,False,23.16,10365.8,6.25,9.54,3.0,82.0,0.0,40.0,,,,,,,,35.35,12.55,34.82,32.67,38.62,Mid-range,1.093
b899c1cb-9a0f-4ee5-bf79-dcb5eef9f5ef,Rosario,Argentina,south_america,"Riverfront parks, lively streets, and a mix of modern and historic architecture create a welcoming atmosphere that's both vibrant and laid-back.",Mid-range,6.35,136,climate|cost|wtc_ratings,3,Warm/Mediterranean,18.05,meteostat,4,3,3,2,4,4,3,4,2,3.22,True,True,True,False,18.05,13758.0,7.33,9.44,1.0,83.0,9.0,0.0,,,,,,,,34.69,7.71,28.17,33.32,30.72,Budget,0.886
a49ee9f6-6273-4716-9985-1ebffd5c328c,Galápagos Islands,Ecuador,south_america,"Pristine landscapes teeming with unique wildlife create an atmosphere of untouched beauty, where every moment feels like an intimate encounter with nature.",Luxury,6.35,137,climate|cost|wtc_ratings,3,Tropical/Hot,24.65,meteostat,3,5,5,4,1,3,2,1,5,3.22,False,False,True,True,24.65,5609.3,6.31,9.6,3.0,64.0,0.0,0.0,,,,,,,,37.34,11.28,34.49,28.55,31.76,Mid-range,0.851
8ef45676-53bf-4907-8ea1-b70c49ee8898,Gold Coast,Australia,oceania,"Endless beaches and vibrant nightlife create a lively yet laid-back vibe, with surfers and sun-seekers enjoying the warm, golden sands.",Mid-range,6.33,138,climate|cost|wtc_ratings,3,Warm/Mediterranean,20.55,meteostat,3,4,4,5,4,4,3,4,2,3.67,True,True,True,False,20.55,14648.5,,8.56,11.0,63.0,0.0,0.0,,,,,,,,77.75,36.84,77.44,72.95,104.63,Expensive,1.346
056161c2-b2c6-40f9-8546-bef688dd90e7,Curitiba,Brazil,south_america,"Lush parks, innovative urban design, and a blend of cultures create a refreshing and vibrant cityscape that feels both modern and welcoming.",Mid-range,6.32,139,climate|cost|wtc_ratings,3,Warm/Mediterranean,18.13,meteostat,4,3,4,1,3,4,3,4,3,3.22,True,True,True,False,18.13,19933.8,4.9,9.23,2.0,76.0,0.0,0.0,,,,,,,,33.24,8.27,28.16,25.24,27.85,Budget,0.838
12720905-6c3e-4a3f-a805-6b30460843b6,Thessaloniki,Greece,europe,"Lively waterfronts, aromatic tavernas, and ancient ruins blend seamlessly with a youthful energy that invites exploration and leisurely enjoyment.",Mid-range,6.31,140,climate|cost|wtc_ratings,3,Warm/Mediterranean,17.18,meteostat,4,3,3,3,4,5,3,4,2,3.44,True,True,True,False,17.18,6378.0,7.25,8.87,4.0,84.0,43.0,16.0,,,,,,,,56.22,12.68,44.73,52.19,39.73,Mid-range,0.707
3dcec783-933e-4928-b50a-65b7050f50ff,Mostar,Bosnia and Herzegovina,europe,"Cobblestone streets, the sound of the river below, and the iconic bridge create a charming and reflective atmosphere in this historic town.",Budget,6.31,141,climate|visual|cost|wtc_ratings,4,Temperate,15.08,meteostat,4,3,4,1,3,4,3,3,3,3.11,True,True,False,False,15.08,5714.6,,7.23,9.0,17.0,51.0,2.0,50.9,1.0,3.0,53.971,114.224,61.336,4.272,36.12,6.82,31.14,25.34,44.1,Mid-range,1.221
88f49e69-1210-4b97-be1e-b906ca0ebcec,La Paz,Bolivia,south_america,"High-altitude streets buzz with vibrant markets, colorful textiles, and a unique blend of indigenous culture and modern city life.",Budget,6.3,142,climate|visual|cost|wtc_ratings,4,Cool,8.05,meteostat,4,4,4,1,3,3,3,3,3,3.11,False,True,True,False,8.05,8615.6,7.25,7.45,11.0,83.0,146.0,0.0,45.0,1.0,3.0,61.184,175.268,62.58,4.071,34.77,10.18,31.26,24.97,36.04,Budget,1.037
198847d2-1823-4b9d-98dc-c9b9d22eb768,Baños,Ecuador,south_america,"Lush green mountains, steaming thermal pools, and the thrill of adventure sports create an exhilarating yet serene escape in this enchanting town.",Budget,6.3,143,climate|cost|wtc_ratings,3,Warm/Mediterranean,21.4,meteostat,3,5,5,1,3,3,4,2,4,3.33,True,True,False,False,21.4,58624.1,2.88,8.52,9.0,76.0,0.0,0.0,,,,,,,,37.34,11.28,34.49,28.55,31.76,Mid-range,0.851
37d8bd6e-fad0-4304-93bd-26975ac8944f,Ajaccio,France,europe,"Nestled between mountains and sea, this charming coastal town offers sunlit streets, vibrant markets, and a rich tapestry of history and culture.",Mid-range,6.29,144,climate|cost|wtc_ratings,3,Temperate,16.25,meteostat,4,3,4,4,3,4,3,3,4,3.56,True,True,True,False,16.25,9272.0,7.84,9.03,5.0,82.0,23.0,0.0,,,,,,,,74.13,25.33,73.64,71.84,85.41,Expensive,1.152
7c623237-bc71-4ba0-ae74-a64b0201eeba,Santo Domingo,Dominican Republic,north_america,"Lively streets filled with the sound of merengue, colonial architecture, and the aroma of local cuisine create an inviting and vibrant atmosphere.",Mid-range,6.29,145,climate|cost|wtc_ratings,3,Tropical/Hot,27.19,meteostat,4,3,3,4,4,4,3,4,2,3.44,True,True,True,False,27.19,18818.0,,7.86,12.0,78.0,0.0,45.0,,,,,,,,41.77,9.59,38.45,34.3,21.07,Mid-range,0.504
7c9a3427-bce5-49c4-ace2-b19967022373,Valparaíso,Chile,south_america,"Colorful hillside neighborhoods cascade down to the bustling port, where vibrant street art and ocean breezes create an inspiring, bohemian atmosphere.",Mid-range,6.28,146,climate|cost|wtc_ratings,3,Temperate,14.98,meteostat,4,3,3,3,4,4,3,4,2,3.33,True,True,False,False,14.98,2025.0,8.55,8.86,1.0,74.0,34.0,0.0,,,,,,,,43.9,13.51,38.87,43.26,33.27,Mid-range,0.758
1ca8e2d5-d8af-4855-a61c-93d3f4557f10,Mendoza,Argentina,south_america,"Vineyards stretch across sunlit valleys, offering rich aromas and flavors, while the Andes provide a breathtaking backdrop to this relaxed, wine-loving region.",Mid-range,6.28,147,climate|cost|wtc_ratings,3,Temperate,15.64,meteostat,3,4,4,1,3,4,3,3,4,3.22,True,True,True,False,15.64,5033.5,7.46,9.16,1.0,82.0,38.0,0.0,,,,,,,,34.69,7.71,28.17,33.32,30.72,Budget,0.886
3618d1dc-af2a-4646-94d2-5bc387158dbe,Johannesburg,South Africa,africa,"A bustling urban landscape with vibrant street art, diverse culinary delights, and a palpable energy that captures the essence of modern African city life.",Mid-range,6.28,148,climate|cost|wtc_ratings,3,Warm/Mediterranean,17.06,meteostat,4,3,3,1,4,4,3,5,2,3.22,False,True,True,False,17.06,9156.7,8.36,9.64,2.0,82.0,1.0,0.0,,,,,,,,42.09,16.6,34.78,41.33,78.36,Mid-range,1.862
b636143f-615e-4232-a3a6-f11bc6ee93df,Sintra,Portugal,europe,"Misty mornings reveal enchanting palaces and lush gardens, offering a fairytale-like atmosphere that captivates and inspires wanderlust.",Mid-range,6.28,149,climate|cost|wtc_ratings,3,Warm/Mediterranean,17.11,meteostat,5,3,5,2,2,4,3,3,4,3.44,True,True,False,False,17.11,1795.5,,8.25,8.0,17.0,0.0,0.0,,,,,,,,47.94,20.73,39.01,40.26,46.8,Mid-range,0.976
4959b5b0-bc55-450f-a2c5-9076efac17a7,Tunis,Tunisia,africa,"Wander through bustling souks and historic medinas, where the scent of spices and the call to prayer create an enchanting atmosphere.",Budget,6.27,150,climate|cost|wtc_ratings,3,Warm/Mediterranean,20.18,meteostat,4,3,3,3,3,4,3,3,2,3.11,True,True,False,False,20.18,6281.5,8.12,9.6,4.0,81.0,0.0,22.0,,,,,,,,27.87,5.32,27.36,15.96,27.83,Budget,0.999
6d6e150b-925c-49b0-bfd6-199070922341,Pokhara,Nepal,asia,"Nestled by a serene lake and surrounded by lush hills, this place offers tranquility and adventure, with stunning mountain views at every turn.",Budget,6.26,151,climate|cost|wtc_ratings,3,Warm/Mediterranean,18.94,meteostat,3,5,5,1,2,3,4,2,4,3.22,True,True,True,False,18.94,19077.4,5.72,8.69,3.0,70.0,2.0,0.0,,,,,,,,28.29,3.96,26.45,20.41,22.96,Budget,0.812
33713397-dcba-460c-bca2-651bdd80fe0f,San José,Costa Rica,north_america,Bustling streets filled with vibrant markets and lush parks create an inviting mix of urban energy and natural beauty.,Mid-range,6.26,152,climate|cost|wtc_ratings,3,Temperate,15.69,meteostat,3,4,5,2,3,4,4,3,3,3.44,True,True,True,False,15.69,2.3,,8.11,9.0,1.0,6.0,0.0,,,,,,,,47.01,14.7,45.54,41.69,39.88,Mid-range,0.848
426c4735-6fab-4da6-9c81-6307beb32236,Panama City,Panama,north_america,Humid evenings and skyscraper views contrast beautifully with colorful historic quarters and lush jungle landscapes within easy reach.,Mid-range,6.25,153,climate|cost|wtc_ratings,3,Tropical/Hot,27.01,meteostat,4,3,4,3,4,4,3,4,2,3.44,True,True,True,False,27.01,4355.3,,8.35,12.0,9.0,0.0,20.0,,,,,,,,51.43,21.75,52.16,43.38,33.09,Mid-range,0.643
28ca3ed6-f676-4afa-aee0-6e51a6d14664,Bariloche,Argentina,south_america,Lakeside vistas and snow-capped mountains create a serene backdrop for outdoor adventures and cozy evenings in charming alpine-style lodges.,Mid-range,6.25,154,climate|cost|wtc_ratings,3,Cool,8.76,meteostat,3,5,5,2,3,4,3,3,4,3.56,False,True,True,True,8.76,10228.5,7.16,6.37,1.0,84.0,99.0,0.0,,,,,,,,34.69,7.71,28.17,33.32,30.72,Budget,0.886
5407caa2-9db7-4bcb-af71-00b5f8146bf0,San Carlos de Bariloche,Argentina,south_america,"Nestled in the Andes, this destination offers stunning lake views, cozy alpine-style chalets, and a sense of tranquility amidst breathtaking natural beauty.",Mid-range,6.25,155,climate|cost|wtc_ratings,3,Cool,8.76,meteostat,3,5,5,2,3,4,3,3,4,3.56,False,True,True,False,8.76,10228.5,7.16,6.37,1.0,84.0,99.0,0.0,,,,,,,,34.69,7.71,28.17,33.32,30.72,Budget,0.886
dd54b0e6-43e7-4be6-9eb4-5e4863f25f52,Livingstone,Zambia,africa,"Feel the rush of cascading waterfalls and the thrill of wildlife encounters, all amidst a backdrop of vibrant sunsets and warm local hospitality.",Mid-range,6.24,156,climate|cost|wtc_ratings,3,Warm/Mediterranean,23.02,meteostat,3,5,5,2,2,3,3,2,4,3.22,True,True,True,False,23.02,2307.4,,8.9,4.0,25.0,0.0,6.0,,,,,,,,33.04,9.26,31.53,22.46,40.33,Budget,1.221
ae02cf5f-1483-4054-9122-186c5eb08664,Izmir,Turkey,asia,"Coastal breezes carry the scent of the sea through bustling markets and lively streets, offering a vibrant yet laid-back Mediterranean vibe.",Mid-range,6.23,157,climate|cost|wtc_ratings,3,Warm/Mediterranean,17.44,meteostat,4,3,3,4,3,4,3,4,2,3.33,True,True,True,False,17.44,1084.2,,7.68,5.0,9.0,39.0,25.0,,,,,,,,28.31,6.63,22.64,18.4,32.88,Budget,1.161
677fa6ef-b91a-4438-a73d-d497fc7cf2d8,Melbourne,Australia,oceania,"A vibrant mix of street art, diverse cuisine, and lively laneways create an atmosphere that's both exciting and warmly inviting.",Mid-range,6.23,158,climate|cost|wtc_ratings,3,Temperate,13.98,meteostat,5,3,3,3,4,5,4,5,2,3.78,True,True,True,False,13.98,5853.2,,7.26,1.0,48.0,4.0,0.0,,,,,,,,77.75,36.84,77.44,72.95,104.63,Expensive,1.346
3872c9c0-6b6e-49e1-9743-f46bfe591b86,Guanajuato,Mexico,north_america,"Winding cobblestone streets and colorful facades create a charming, vibrant atmosphere, where history and lively festivals fill the air with excitement.",Mid-range,6.22,159,climate|cost|wtc_ratings,3,Warm/Mediterranean,19.43,meteostat,5,3,3,1,3,4,3,4,2,3.11,True,True,True,False,19.43,10641.0,6.68,9.87,3.0,84.0,0.0,0.0,,,,,,,,35.35,12.55,34.82,32.67,38.62,Mid-range,1.093
24446934-6d3a-4d1d-89e6-82c8337fd26c,Cairo,Egypt,africa,"Bustling streets filled with vibrant markets, the aroma of spices, and the awe-inspiring sight of ancient pyramids create an unforgettable experience.",Budget,6.22,160,climate|cost|wtc_ratings,3,Warm/Mediterranean,23.16,meteostat,5,3,3,2,3,4,3,4,2,3.22,False,True,True,False,23.16,311.5,9.17,8.6,4.0,69.0,0.0,46.0,,,,,,,,29.52,5.82,27.42,23.42,21.54,Budget,0.73
735e5584-4804-4d92-8fa6-98b14964188c,Biarritz,France,europe,"Ocean breezes mix with the scent of fresh pastries, while sunlit beaches and elegant architecture create a laid-back yet sophisticated vibe.",Mid-range,6.21,161,climate|cost|wtc_ratings,3,Temperate,14.54,meteostat,3,4,4,5,3,4,4,3,3,3.67,True,True,True,False,14.54,0.0,4.81,7.84,7.0,0.0,27.0,0.0,,,,,,,,74.13,25.33,73.64,71.84,85.41,Expensive,1.152
0bd0743b-8e3c-49d4-8024-bd412f9732fa,Abu Dhabi,United Arab Emirates,middle_east,"Modern skyscrapers meet serene desert landscapes, offering a blend of luxury and tradition with vibrant souks and stunning coastal views.",Luxury,6.21,162,climate|cost|wtc_ratings,3,Tropical/Hot,29.1,meteostat,4,3,3,4,3,4,4,5,2,3.56,False,True,True,False,29.1,69.3,,7.74,12.0,9.0,0.0,96.0,,,,,,,,58.33,43.28,46.67,61.53,92.17,Mid-range,1.58
f71ebf76-ea24-4dab-b1c6-6cc7db2b1483,Sharm El Sheikh,Egypt,africa,Crystal-clear waters and vibrant coral reefs invite you to explore a world of underwater wonders while sun-drenched beaches promise pure relaxation.,Mid-range,6.21,163,cost|wtc_ratings,2,Unknown,,meteostat,3,4,4,5,4,3,4,3,3,3.67,True,True,True,False,,,,,,,,,,,,,,,,29.52,5.82,27.42,23.42,21.54,Budget,0.73
4a16fb5b-86c8-483f-a0a2-d4b5619efd0e,Nairobi,Kenya,africa,"Bustling streets filled with colorful markets, the aroma of street food, and a lively mix of cultures create a dynamic urban experience.",Mid-range,6.2,164,climate|cost|wtc_ratings,3,Warm/Mediterranean,18.58,meteostat,4,4,5,1,3,3,3,4,2,3.22,True,True,True,False,18.58,9765.0,6.7,8.81,11.0,57.0,0.0,0.0,,,,,,,,33.92,8.73,31.27,28.82,32.18,Budget,0.949
5ace1d13-c389-478b-927a-71d8f98a903d,Piran,Slovenia,europe,Charming cobblestone streets lead you through a town where the sea breeze mingles with the aroma of fresh seafood and vibrant markets.,Mid-range,6.2,165,climate|cost|wtc_ratings,3,Temperate,14.5,meteostat,4,3,4,4,3,4,3,3,4,3.56,True,True,False,False,14.5,3213.3,,7.41,6.0,17.0,52.0,0.0,,,,,,,,53.88,17.9,47.71,46.74,59.48,Mid-range,1.104
e49419c6-0022-4c14-b3be-8bde13a47ab2,Cuzco,Peru,south_america,"Cobblestone streets, vibrant markets, and the scent of fresh Andean cuisine surround you in a city where ancient history meets lively modern culture.",Budget,6.19,166,climate|cost|wtc_ratings,3,Temperate,12.6,meteostat,5,4,5,1,3,4,3,3,3,3.44,False,True,True,False,12.6,9798.5,,6.89,10.0,81.0,6.0,0.0,,,,,,,,32.53,11.22,30.71,21.53,28.17,Budget,0.866
8394f9fd-03fe-4dca-9e73-4598909d2450,Dakar,Senegal,africa,"Bustling markets, rhythmic music, and vibrant street life create an energetic atmosphere that's both captivating and welcoming.",Mid-range,6.19,167,climate|cost|wtc_ratings,3,Tropical/Hot,24.88,meteostat,4,3,3,4,3,4,3,3,2,3.22,False,True,True,False,24.88,6700.7,8.0,9.8,1.0,76.0,0.0,31.0,,,,,,,,50.25,22.97,42.17,46.22,23.45,Mid-range,0.467
5324f69c-3393-469d-b375-8f6e92fa085a,Bridgetown,Barbados,north_america,"Warm ocean breezes mingle with the rhythmic beats of calypso music, creating an inviting atmosphere perfect for unwinding and exploration.",Mid-range,6.19,168,climate|cost|wtc_ratings,3,Tropical/Hot,27.13,meteostat,3,3,4,5,4,4,4,3,2,3.56,True,True,True,False,27.13,12514.0,8.23,9.8,1.0,59.0,0.0,22.0,,,,,,,,92.37,21.99,87.81,78.18,32.08,Premium,0.347
0dae5759-947a-40c9-aaea-e2e647f1061e,Kingston,Jamaica,north_america,"Vibrant streets pulse with reggae rhythms, while lush hills and beaches offer a serene escape, creating a captivating blend of energy and tranquility.",Mid-range,6.19,169,climate|cost|wtc_ratings,3,Tropical/Hot,28.02,meteostat,4,3,3,3,4,4,3,3,2,3.22,False,True,True,False,28.02,10618.5,8.35,9.76,1.0,82.0,0.0,78.0,,,,,,,,49.67,15.1,53.41,35.04,30.25,Mid-range,0.609
066b90ea-034a-48e3-9011-d2095c02efaa,Valdivia,Chile,south_america,"Riverside charm and lush green landscapes create a serene atmosphere, with the scent of fresh seafood and the sound of birdsong nearby.",Mid-range,6.19,170,climate|cost|wtc_ratings,3,Temperate,11.26,meteostat,3,4,4,3,3,4,3,3,4,3.44,True,True,True,False,11.26,20465.0,5.48,7.6,1.0,83.0,72.0,0.0,,,,,,,,43.9,13.51,38.87,43.26,33.27,Mid-range,0.758
0ac79b0b-52e2-4a82-81f8-7037b479abd8,Port Douglas,Australia,oceania,"Tropical breezes, lush rainforests, and the vibrant coral of the Great Barrier Reef create a serene paradise perfect for unwinding and adventure.",Luxury,6.19,171,climate|cost|wtc_ratings,3,Tropical/Hot,25.26,meteostat,3,4,5,5,2,4,4,2,4,3.67,True,True,True,False,25.26,26968.4,,7.99,8.0,75.0,0.0,0.0,,,,,,,,77.75,36.84,77.44,72.95,104.63,Expensive,1.346
98fa6e27-430b-4d3b-b347-02e8c53c7cf7,Naples,Italy,europe,"Bustling streets filled with the aroma of pizza, vibrant street life, and historic architecture create a lively and authentic Italian experience.",Mid-range,6.18,172,climate|cost|wtc_ratings,3,Warm/Mediterranean,17.45,meteostat,5,3,3,3,4,5,3,4,2,3.56,True,True,True,False,17.45,2075.2,7.09,8.1,6.0,9.0,21.0,1.0,,,,,,,,66.47,20.55,57.95,70.58,61.74,Expensive,0.929
222fef61-1cb1-492a-af39-3244dd5eaf73,Belgrade,Serbia,europe,"Lively streets filled with eclectic architecture, vibrant nightlife, and a fusion of Eastern and Western influences create an inviting, energetic atmosphere.",Budget,6.18,173,climate|cost|wtc_ratings,3,Temperate,13.88,meteostat,4,3,3,2,5,4,3,4,2,3.33,True,True,True,False,13.88,9779.0,6.33,7.98,5.0,84.0,63.0,0.0,,,,,,,,36.21,8.73,28.18,29.24,37.83,Mid-range,1.045
252e5f0f-bc45-4a80-9c12-c0262cf2b733,Córdoba,Argentina,south_america,"Historic streets buzz with student energy, colonial architecture, and a lively arts scene, offering a vibrant mix of tradition and modernity.",Mid-range,6.18,174,climate|cost|wtc_ratings,3,Warm/Mediterranean,19.26,meteostat,4,3,4,1,3,4,3,4,3,3.22,True,True,True,False,19.26,2082.7,6.45,8.75,11.0,17.0,1.0,0.0,,,,,,,,34.69,7.71,28.17,33.32,30.72,Budget,0.886
