id,city,country,region,short_description,latitude_x,longitude_x,budget_level,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,ideal_weekend,ideal_short_trip,ideal_one_week,ideal_long_trip,composite_score,city_country,station_id,latitude_y,longitude_y,meteo_avg_temp_c,meteo_min_temp_c,meteo_max_temp_c,meteo_extreme_min_c,meteo_extreme_max_c,meteo_annual_precip_mm,meteo_avg_pres_hpa,meteo_total_sun_h,meteo_avg_daily_sun_h,meteo_avg_comfort,meteo_best_comfort,meteo_wet_months,meteo_cold_months,meteo_hot_months,meteo_years_of_data,meteo_data_coverage_pct,meteo_best_comfort_month,wtc_warmest_month,image_count,avg_text_quality,avg_colorfulness,avg_brightness,avg_contrast,avg_sharpness,avg_attractiveness,image_score,col_rank,col_cost_of_living_index,col_rent_index,col_cost_plus_rent_index,col_groceries_index,col_restaurant_index,col_purchasing_power_index,col_affordability_tier,col_value_score,col_has_complete_indices,climate_avg_temp_c,climate_source,wtc_composite,master_travel_score,climate_zone,data_sources,source_count,rank_overall
a49ee9f6-6273-4716-9985-1ebffd5c328c,Galápagos Islands,Ecuador,south_america,"Pristine landscapes teeming with unique wildlife create an atmosphere of untouched beauty, where every moment feels like an intimate encounter with nature.",-0.62881505,-90.3638752022324,Luxury,3,5,5,4,1,3,2,1,5,False,False,True,True,3.22,Ecuador,84008,-0.9,-89.6,24.65,18.3,31.9,0.0,39.0,5609.3,1012.3,18582.0,6.31,9.6,10.0,64.0,0.0,0.0,14.0,95.1,3.0,3,,,,,,,,,35,37.34,11.28,25.12,34.49,28.55,31.76,Mid-range,0.851,True,24.65,meteostat,3.2222222222222223,0.6019,Tropical/Hot,climate|cost|wtc_ratings,3,130
6d6e150b-925c-49b0-bfd6-199070922341,Pokhara,Nepal,asia,"Nestled by a serene lake and surrounded by lush hills, this place offers tranquility and adventure, with stunning mountain views at every turn.",28.209538,83.991402,Budget,3,5,5,1,2,3,4,2,4,True,True,True,False,3.22,Nepal,44454,27.7,85.3667,18.94,1.6,31.9,-4.2,35.2,19077.4,1015.08,13542.0,5.72,8.69,10.0,70.0,2.0,0.0,14.0,99.4,3.0,8,,,,,,,,,85,28.29,3.96,16.89,26.45,20.41,22.96,Budget,0.812,True,18.94,meteostat,3.2222222222222223,0.6017,Warm/Mediterranean,climate|cost|wtc_ratings,3,131
4959b5b0-bc55-450f-a2c5-9076efac17a7,Tunis,Tunisia,africa,"Wander through bustling souks and historic medinas, where the scent of spices and the call to prayer create an enchanting atmosphere.",36.8002068,10.1857757,Budget,4,3,3,3,3,4,3,3,2,True,True,False,False,3.11,Tunisia,60715,36.8333,10.2333,20.18,6.4,39.5,0.8,49.0,6281.5,1016.5,40311.0,8.12,9.6,10.0,81.0,0.0,22.0,14.0,100.0,4.0,7,,,,,,,,,126,27.87,5.32,17.3,27.36,15.96,27.83,Budget,0.999,True,20.18,meteostat,3.111111111111111,0.6012,Warm/Mediterranean,climate|cost|wtc_ratings,3,132
28ca3ed6-f676-4afa-aee0-6e51a6d14664,Bariloche,Argentina,south_america,Lakeside vistas and snow-capped mountains create a serene backdrop for outdoor adventures and cozy evenings in charming alpine-style lodges.,-41.1334781,-71.3101474,Mid-range,3,5,5,2,3,4,3,3,4,False,True,True,True,3.56,Argentina,87765,-41.15,-71.1667,8.76,-3.3,26.4,-25.4,35.4,10228.5,1015.57,12179.0,7.16,6.37,10.0,84.0,99.0,0.0,14.0,100.0,1.0,1,,,,,,,,,4,34.69,7.71,22.04,28.17,33.32,30.72,Budget,0.886,True,8.76,meteostat,3.5555555555555554,0.6009,Cool,climate|cost|wtc_ratings,3,133
ae02cf5f-1483-4054-9122-186c5eb08664,Izmir,Turkey,asia,"Coastal breezes carry the scent of the sea through bustling markets and lively streets, offering a vibrant yet laid-back Mediterranean vibe.",38.23166,27.02997,Mid-range,4,3,3,4,3,4,3,4,2,True,True,True,False,3.33,Turkey,17219,38.2667,27.15,17.44,0.7,36.4,-7.0,43.0,1084.2,1013.82,0.0,,7.68,9.91,9.0,39.0,25.0,14.0,100.0,5.0,7,,,,,,,,,127,28.31,6.63,18.15,22.64,18.4,32.88,Budget,1.161,True,17.44,meteostat,3.3333333333333335,0.6009,Warm/Mediterranean,climate|cost|wtc_ratings,3,134
5407caa2-9db7-4bcb-af71-00b5f8146bf0,San Carlos de Bariloche,Argentina,south_america,"Nestled in the Andes, this destination offers stunning lake views, cozy alpine-style chalets, and a sense of tranquility amidst breathtaking natural beauty.",-41.1334781,-71.3101474,Mid-range,3,5,5,2,3,4,3,3,4,False,True,True,False,3.56,Argentina,87765,-41.15,-71.1667,8.76,-3.3,26.4,-25.4,35.4,10228.5,1015.57,12179.0,7.16,6.37,10.0,84.0,99.0,0.0,14.0,100.0,1.0,1,,,,,,,,,4,34.69,7.71,22.04,28.17,33.32,30.72,Budget,0.886,True,8.76,meteostat,3.5555555555555554,0.6009,Cool,climate|cost|wtc_ratings,3,135
bf232406-1a85-47a5-9287-6ba81272a3f0,San Sebastián,Spain,europe,"Golden beaches meet vibrant pintxo bars and lush green hills, creating a lively yet laid-back atmosphere perfect for unwinding and exploring.",43.3224219,-1.9838889,Mid-range,4,3,3,5,4,5,3,3,2,True,True,True,False,3.56,Spain,8027,43.3,-2.05,14.1,1.5,24.8,-5.3,39.7,23063.0,1018.21,26218.0,5.13,8.27,10.0,84.0,31.0,0.0,14.0,100.0,7.0,8,,,,,,,,,116,53.88,21.25,38.58,45.69,53.96,70.04,Mid-range,1.3,True,14.1,meteostat,3.5555555555555554,0.6009,Temperate,climate|cost|wtc_ratings,3,136
c929605b-29fe-440d-9b79-c0a899e95238,Antigua,Guatemala,north_america,Cobblestone streets lined with colorful colonial buildings and vibrant markets create an enchanting atmosphere that feels both historic and warmly inviting.,14.5567814,-90.7337346,Budget,5,3,4,1,3,4,3,3,4,True,True,False,False,3.33,Guatemala,78641,14.5833,-90.5167,19.52,12.5,28.5,8.0,32.0,3066.5,1021.92,0.0,,9.16,10.0,10.0,0.0,0.0,14.0,100.0,5.0,5,,,,,,,,,47,43.49,15.6,30.42,41.92,32.59,26.35,Mid-range,0.606,True,19.52,meteostat,3.3333333333333335,0.6004,Warm/Mediterranean,climate|cost|wtc_ratings,3,137
198847d2-1823-4b9d-98dc-c9b9d22eb768,Baños,Ecuador,south_america,"Lush green mountains, steaming thermal pools, and the thrill of adventure sports create an exhilarating yet serene escape in this enchanting town.",-1.33191575,-78.26252853850661,Budget,3,5,5,1,3,3,4,2,4,True,True,False,False,3.33,Ecuador,84179,-1.5,-77.95,21.4,15.9,28.6,10.0,37.8,58624.1,1013.56,9760.0,2.88,8.52,10.0,76.0,0.0,0.0,14.0,97.4,9.0,10,,,,,,,,,35,37.34,11.28,25.12,34.49,28.55,31.76,Mid-range,0.851,True,21.4,meteostat,3.3333333333333335,0.5998,Warm/Mediterranean,climate|cost|wtc_ratings,3,138
1ca8e2d5-d8af-4855-a61c-93d3f4557f10,Mendoza,Argentina,south_america,"Vineyards stretch across sunlit valleys, offering rich aromas and flavors, while the Andes provide a breathtaking backdrop to this relaxed, wine-loving region.",-34.78709305,-68.43818677312292,Mid-range,3,4,4,1,3,4,3,3,4,True,True,True,False,3.22,Argentina,87509,-34.5833,-68.4,15.64,-1.0,34.4,-8.6,42.7,5033.5,1014.15,37906.0,7.46,9.16,10.0,82.0,38.0,0.0,14.0,100.0,1.0,1,,,,,,,,,4,34.69,7.71,22.04,28.17,33.32,30.72,Budget,0.886,True,15.64,meteostat,3.2222222222222223,0.5984,Temperate,climate|cost|wtc_ratings,3,139
24446934-6d3a-4d1d-89e6-82c8337fd26c,Cairo,Egypt,africa,"Bustling streets filled with vibrant markets, the aroma of spices, and the awe-inspiring sight of ancient pyramids create an unforgettable experience.",30.0443879,31.2357257,Budget,5,3,3,2,3,4,3,4,2,False,True,True,False,3.22,Egypt,62366,30.1333,31.4,23.16,9.6,37.4,1.4,45.7,311.5,1013.89,3350.43,9.17,8.6,10.0,69.0,0.0,46.0,14.0,100.0,4.0,8,,,,,,,,,36,29.52,5.82,18.41,27.42,23.42,21.54,Budget,0.73,True,23.16,meteostat,3.2222222222222223,0.5974,Warm/Mediterranean,climate|cost|wtc_ratings,3,140
7c623237-bc71-4ba0-ae74-a64b0201eeba,Santo Domingo,Dominican Republic,north_america,"Lively streets filled with the sound of merengue, colonial architecture, and the aroma of local cuisine create an inviting and vibrant atmosphere.",18.4801972,-69.942111,Mid-range,4,3,3,4,4,4,3,4,2,True,True,True,False,3.44,Dominican Republic,78486,18.4333,-69.8833,27.19,21.0,34.3,13.3,37.7,18818.0,1015.31,0.0,,7.86,9.4,78.0,0.0,45.0,14.0,98.2,12.0,9,,,,,,,,,34,41.77,9.59,26.68,38.45,34.3,21.07,Mid-range,0.504,True,27.19,meteostat,3.4444444444444446,0.5972,Tropical/Hot,climate|cost|wtc_ratings,3,141
f03bee1f-4a0c-48b7-9552-b0520359357d,Trinidad,Cuba,north_america,"Cobblestone streets echo with the sounds of salsa music, while colorful colonial buildings and vibrant markets create a lively, timeless atmosphere.",21.8052055,-79.9845797,Budget,5,3,4,3,3,4,3,2,4,True,True,False,False,3.44,Cuba,MUSC0,22.5,-79.95,24.17,14.4,34.3,6.0,37.0,2289.3,1016.26,0.0,,9.13,10.0,16.0,0.0,0.0,14.0,100.0,2.0,7,,,,,,,,,30,55.0,15.23,36.36,47.93,33.54,1.45,Mid-range,0.026,True,24.17,meteostat,3.4444444444444446,0.5964,Tropical/Hot,climate|cost|wtc_ratings,3,142
dd54b0e6-43e7-4be6-9eb4-5e4863f25f52,Livingstone,Zambia,africa,"Feel the rush of cascading waterfalls and the thrill of wildlife encounters, all amidst a backdrop of vibrant sunsets and warm local hospitality.",-17.853135,25.861429,Mid-range,3,5,5,2,2,3,3,2,4,True,True,True,False,3.22,Zambia,67743,-17.8167,25.8167,23.02,6.0,37.7,2.8,40.8,2307.4,1014.38,0.0,,8.9,9.97,25.0,0.0,6.0,11.0,98.8,4.0,10,,,,,,,,,138,33.04,9.26,21.9,31.53,22.46,40.33,Budget,1.221,True,23.02,meteostat,3.2222222222222223,0.5964,Warm/Mediterranean,climate|cost|wtc_ratings,3,143
35de48dc-19c9-4e54-b788-da248d0e45d4,Taormina,Italy,europe,"Dramatic coastal views, ancient ruins, and charming piazzas create a picturesque setting that invites leisurely exploration and indulgent moments.",37.8512218,15.2830191,Mid-range,4,3,4,4,3,5,3,3,4,True,True,True,False,3.67,Italy,16422,38.0667,15.65,19.66,5.9,34.0,2.7,43.0,733.1,1016.17,553.88,6.01,8.32,10.0,9.0,1.0,4.0,11.0,100.0,10.0,7,,,,,,,,,59,66.47,20.55,44.95,57.95,70.58,61.74,Expensive,0.929,True,19.66,meteostat,3.6666666666666665,0.5963,Warm/Mediterranean,climate|cost|wtc_ratings,3,144
e49419c6-0022-4c14-b3be-8bde13a47ab2,Cuzco,Peru,south_america,"Cobblestone streets, vibrant markets, and the scent of fresh Andean cuisine surround you in a city where ancient history meets lively modern culture.",-13.51695415,-71.97927120704406,Budget,5,4,5,1,3,4,3,3,3,False,True,True,False,3.44,Peru,84686,-13.55,-71.9833,12.6,-0.5,24.0,-4.2,27.3,9798.5,1029.4,0.0,,6.89,8.33,81.0,6.0,0.0,14.0,100.0,10.0,11,,,,,,,,,97,32.53,11.22,22.54,30.71,21.53,28.17,Budget,0.866,True,12.6,meteostat,3.4444444444444446,0.5961,Temperate,climate|cost|wtc_ratings,3,145
4c88db7e-4c60-4395-9464-91ea959e2d13,La Palma,Spain,europe,"Lush landscapes and volcanic vistas create a serene atmosphere, inviting you to explore its quiet trails and charming coastal villages.",28.6551163,-17.857268565579673,Mid-range,3,4,5,3,2,3,4,2,4,True,True,True,False,3.33,Spain,60005,28.6167,-17.75,21.29,14.6,27.9,11.0,35.8,3836.0,1018.0,30503.0,6.15,9.97,10.0,82.0,0.0,0.0,14.0,100.0,6.0,8,,,,,,,,,116,53.88,21.25,38.58,45.69,53.96,70.04,Mid-range,1.3,True,21.29,meteostat,3.3333333333333335,0.596,Warm/Mediterranean,climate|cost|wtc_ratings,3,146
1a386d6a-e1e0-4c8d-b452-ba6851cd56f6,Granada,Spain,europe,"Winding cobblestone streets lead to vibrant plazas filled with the aromas of tapas, while the Alhambra's majestic presence captivates with its historic allure.",37.1734995,-3.5995337,Mid-range,5,3,3,2,4,5,3,4,2,True,True,True,False,3.44,Nicaragua,78741,12.15,-86.1667,27.65,17.3,37.8,14.0,45.0,10382.6,1010.89,20058.0,7.94,8.93,10.0,62.0,0.0,51.0,14.0,100.0,4.0,4,,,,,,,,,116,53.88,21.25,38.58,45.69,53.96,70.04,Mid-range,1.3,True,27.65,meteostat,3.4444444444444446,0.5946,Tropical/Hot,climate|cost|wtc_ratings,3,147
c2007531-2344-4045-bc8e-c7785475829f,Islamabad,Pakistan,asia,"Serene tree-lined streets, vibrant markets, and stunning views of the Margalla Hills offer a peaceful yet dynamic experience.",33.6938118,73.0651511,Mid-range,4,3,5,1,2,4,3,3,4,True,True,True,False,3.22,Pakistan,41571,33.6167,73.1,22.23,2.9,41.3,-3.5,46.0,17933.0,1009.88,0.0,,7.51,9.7,81.0,2.0,57.0,14.0,100.0,10.0,6,,,,,,,,,93,19.92,3.91,12.42,17.81,15.54,26.63,Budget,1.337,True,22.23,meteostat,3.2222222222222223,0.5946,Warm/Mediterranean,climate|cost|wtc_ratings,3,148
5de00cf4-d669-44be-936b-707e01d25311,Seychelles,Seychelles,africa,"Imagine pristine beaches with powdery sand, lush greenery, and the gentle sound of waves, offering a serene and rejuvenating escape.",-4.6574977,55.4540146,Luxury,2,3,5,5,2,4,4,2,5,False,False,True,True,3.56,Seychelles,63980,-4.6667,55.5167,27.56,23.3,32.5,19.6,34.8,33172.0,1011.25,33996.0,6.98,9.14,10.0,84.0,0.0,44.0,14.0,100.0,5.0,3,,,,,,,,,109,65.93,32.35,50.19,61.55,77.01,19.43,Expensive,0.295,True,27.56,meteostat,3.5555555555555554,0.5944,Tropical/Hot,climate|cost|wtc_ratings,3,149
9bb1538a-f6b4-450f-812f-20d1ebc2c6eb,San Francisco,United States,north_america,"Fog-kissed hills, eclectic neighborhoods, and the scent of fresh sea air create an inviting and dynamic atmosphere that's both laid-back and vibrant.",37.7792588,-122.4193286,Luxury,5,3,4,3,4,5,3,5,2,True,True,True,False,3.78,United States,72493,37.7167,-122.2333,14.52,1.6,26.7,-7.7,50.0,5692.7,1016.79,0.0,,7.59,9.46,80.0,10.0,0.0,14.0,100.0,9.0,9,,,,,,,,,132,70.13,42.07,56.98,70.37,70.07,106.34,Expensive,1.516,True,14.52,meteostat,3.7777777777777777,0.5939,Temperate,climate|cost|wtc_ratings,3,150
643c3ffc-f74a-444b-b836-da588781da27,Zakynthos,Greece,europe,"Golden sandy beaches, crystal-clear waters, and charming villages create a serene and inviting atmosphere perfect for relaxation and exploration.",37.78913845,20.790089567090195,Mid-range,3,3,4,5,4,4,3,2,3,True,True,True,False,3.44,Greece,16719,37.75,20.8833,19.04,4.1,35.1,-2.0,41.4,11477.8,1015.07,38236.0,8.2,9.12,10.0,84.0,3.0,23.0,14.0,98.2,4.0,7,,,,,,,,,46,56.22,12.68,35.81,44.73,52.19,39.73,Mid-range,0.707,True,19.04,meteostat,3.4444444444444446,0.5938,Warm/Mediterranean,climate|cost|wtc_ratings,3,151
7c9a3427-bce5-49c4-ace2-b19967022373,Valparaíso,Chile,south_america,"Colorful hillside neighborhoods cascade down to the bustling port, where vibrant street art and ocean breezes create an inspiring, bohemian atmosphere.",-33.0458456,-71.6196749,Mid-range,4,3,3,3,4,4,3,4,2,True,True,False,False,3.33,Chile,85574,-33.3833,-70.7833,14.98,-0.2,33.2,-4.3,39.3,2025.0,1015.82,33230.0,8.55,8.86,10.0,74.0,34.0,0.0,14.0,100.0,1.0,1,,,,,,,,,25,43.9,13.51,29.66,38.87,43.26,33.27,Mid-range,0.758,True,14.98,meteostat,3.3333333333333335,0.5936,Temperate,climate|cost|wtc_ratings,3,152
6d8f232e-d34d-4dac-95c4-e01d7983124c,Seoul,South Korea,asia,"A dynamic blend of futuristic skyscrapers and ancient palaces, bustling markets, and tranquil parks, creating an energetic yet harmonious urban experience.",37.5666791,126.9782914,Mid-range,5,3,3,2,5,5,4,5,2,False,True,True,False,3.78,South Korea,47108,37.5667,126.9667,13.07,-10.5,33.3,-18.6,39.6,19362.0,1016.32,32999.0,6.46,7.87,10.0,84.0,69.0,2.0,14.0,100.0,6.0,8,,,,,,,,,115,73.22,20.02,48.28,91.95,42.1,76.85,Expensive,1.05,True,13.07,meteostat,3.7777777777777777,0.5934,Temperate,climate|cost|wtc_ratings,3,153
3618d1dc-af2a-4646-94d2-5bc387158dbe,Johannesburg,South Africa,africa,"A bustling urban landscape with vibrant street art, diverse culinary delights, and a palpable energy that captures the essence of modern African city life.",-26.205,28.049722,Mid-range,4,3,3,1,4,4,3,5,2,False,True,True,False,3.22,South Africa,68368,-26.1333,28.2333,17.06,2.8,29.5,-7.0,35.6,9156.7,1018.57,34372.1,8.36,9.64,10.0,82.0,1.0,0.0,14.0,100.0,2.0,1,,,,,,,,,114,42.09,16.6,30.14,34.78,41.33,78.36,Mid-range,1.862,True,17.06,meteostat,3.2222222222222223,0.5933,Warm/Mediterranean,climate|cost|wtc_ratings,3,154
4a16fb5b-86c8-483f-a0a2-d4b5619efd0e,Nairobi,Kenya,africa,"Bustling streets filled with colorful markets, the aroma of street food, and a lively mix of cultures create a dynamic urban experience.",-1.30261485,36.82884201813725,Mid-range,4,4,5,1,3,3,3,4,2,True,True,True,False,3.22,Kenya,63741,-1.3,36.75,18.58,10.9,28.3,7.0,30.5,9765.0,1016.6,3628.0,6.7,8.81,10.0,57.0,0.0,0.0,14.0,100.0,11.0,3,,,,,,,,,66,33.92,8.73,22.11,31.27,28.82,32.18,Budget,0.949,True,18.58,meteostat,3.2222222222222223,0.5929,Warm/Mediterranean,climate|cost|wtc_ratings,3,155
b636143f-615e-4232-a3a6-f11bc6ee93df,Sintra,Portugal,europe,"Misty mornings reveal enchanting palaces and lush gardens, offering a fairytale-like atmosphere that captivates and inspires wanderlust.",38.79846,-9.3881,Mid-range,5,3,5,2,2,4,3,3,4,True,True,False,False,3.44,Portugal,LPCS0,38.725,-9.3552,17.11,8.0,29.5,1.0,40.0,1795.5,1018.4,0.0,,8.25,9.79,17.0,0.0,0.0,3.0,100.0,8.0,8,,,,,,,,,100,47.94,20.73,35.19,39.01,40.26,46.8,Mid-range,0.976,True,17.11,meteostat,3.4444444444444446,0.5928,Warm/Mediterranean,climate|cost|wtc_ratings,3,156
4c39d806-80b5-4c17-8d65-d669932c6b0a,Byron Bay,Australia,oceania,"A laid-back coastal vibe with stunning beaches, vibrant markets, and lush hinterlands offering a perfect blend of relaxation and adventure.",-28.6483333,153.6177778,Mid-range,3,4,5,5,3,4,5,2,3,True,True,True,False,3.78,Australia,94599,-28.6,153.6,19.26,11.5,30.5,7.5,34.0,15195.9,1016.4,0.0,,8.28,9.69,64.0,0.0,0.0,14.0,22.1,1.0,1,,,,,,,,,6,77.75,36.84,58.57,77.44,72.95,104.63,Expensive,1.346,True,19.26,meteostat,3.7777777777777777,0.5926,Warm/Mediterranean,climate|cost|wtc_ratings,3,157
3872c9c0-6b6e-49e1-9743-f46bfe591b86,Guanajuato,Mexico,north_america,"Winding cobblestone streets and colorful facades create a charming, vibrant atmosphere, where history and lively festivals fill the air with excitement.",20.9876996,-101.0,Mid-range,5,3,3,1,3,4,3,4,2,True,True,True,False,3.11,Mexico,76577,21.0167,-101.25,19.43,5.3,35.2,0.8,39.2,10641.0,1012.01,33752.0,6.68,9.87,10.0,84.0,0.0,0.0,14.0,97.6,3.0,5,,,,,,,,,79,35.35,12.55,24.66,34.82,32.67,38.62,Mid-range,1.093,True,19.43,meteostat,3.111111111111111,0.5918,Warm/Mediterranean,climate|cost|wtc_ratings,3,158
33713397-dcba-460c-bca2-651bdd80fe0f,San José,Costa Rica,north_america,Bustling streets filled with vibrant markets and lush parks create an inviting mix of urban energy and natural beauty.,9.9325427,-84.0795782,Mid-range,3,4,5,2,3,4,4,3,3,True,True,True,False,3.44,United States,KSJC0,37.3627,-121.9291,15.69,2.4,29.2,-0.6,42.8,2.3,1016.49,0.0,,8.11,10.0,1.0,6.0,0.0,14.0,99.4,9.0,4,,,,,,,,,28,47.01,14.7,31.87,45.54,41.69,39.88,Mid-range,0.848,True,15.69,meteostat,3.4444444444444446,0.5918,Temperate,climate|cost|wtc_ratings,3,159
222fef61-1cb1-492a-af39-3244dd5eaf73,Belgrade,Serbia,europe,"Lively streets filled with eclectic architecture, vibrant nightlife, and a fusion of Eastern and Western influences create an inviting, energetic atmosphere.",44.8178131,20.4568974,Budget,4,3,3,2,5,4,3,4,2,True,True,True,False,3.33,Serbia,13274,44.8,20.4667,13.88,-6.1,32.8,-15.5,40.0,9779.0,1016.85,26826.0,6.33,7.98,10.0,84.0,63.0,0.0,14.0,100.0,5.0,7,,,,,,,,,108,36.21,8.73,23.33,28.18,29.24,37.83,Mid-range,1.045,True,13.88,meteostat,3.3333333333333335,0.5912,Temperate,climate|cost|wtc_ratings,3,160
16b76b63-d83f-4e9c-86e1-b39fd024f8a9,Aswan,Egypt,africa,"Tranquil river views and ancient temples offer a serene escape, with warm breezes and the gentle flow of the Nile setting the pace.",24.091071,32.897306,Budget,5,3,4,2,2,4,3,2,4,True,True,True,False,3.22,Egypt,62414,23.9667,32.7833,27.63,7.8,44.5,4.6,47.7,25.0,1011.36,14654.0,10.73,8.26,10.0,4.0,0.0,88.0,14.0,100.0,1.0,8,,,,,,,,,36,29.52,5.82,18.41,27.42,23.42,21.54,Budget,0.73,True,27.63,meteostat,3.2222222222222223,0.5906,Tropical/Hot,climate|cost|wtc_ratings,3,161
7b34f40a-0ea8-48d7-b930-c7de11613b93,Almaty,Kazakhstan,asia,"Nestled beneath snow-capped mountains, the city offers a blend of Soviet-era charm and vibrant modern culture, with bustling markets and serene parks.",43.2363924,76.9457275,Mid-range,4,4,5,1,3,3,3,4,3,True,True,True,False,3.33,Kazakhstan,36870,43.2333,76.9333,11.02,-13.3,33.8,-31.0,40.7,9110.5,1018.09,27398.0,5.76,7.2,10.0,83.0,75.0,0.0,14.0,100.0,5.0,7,,,,,,,,,65,28.68,9.44,19.66,25.35,27.24,32.23,Budget,1.124,True,11.02,meteostat,3.3333333333333335,0.5905,Temperate,climate|cost|wtc_ratings,3,162
fe273668-236b-47ac-a87d-f02f36cd6181,Miami,United States,north_america,"Vibrant streets pulsate with Latin beats, ocean breezes carry the scent of salt and sunscreen, and art deco architecture adds a nostalgic charm.",25.7741728,-80.19362,Luxury,3,3,3,5,5,4,4,4,2,True,True,True,False,3.67,United States,72202,25.7833,-80.3167,25.71,10.9,34.4,1.7,36.7,25146.0,1017.05,9140.0,7.34,8.37,10.0,83.0,0.0,54.0,14.0,100.0,4.0,7,,,,,,,,,132,70.13,42.07,56.98,70.37,70.07,106.34,Expensive,1.516,True,25.71,meteostat,3.6666666666666665,0.5901,Tropical/Hot,climate|cost|wtc_ratings,3,163
766463db-8af1-4a9f-95f4-f2bb8a50db45,Cuenca,Ecuador,south_america,"Cobblestone streets lined with colonial architecture and vibrant markets create a charming atmosphere, inviting you to explore its rich cultural heritage.",-2.8974072,-79.0041726,Budget,5,3,4,1,3,4,3,3,4,True,True,True,False,3.33,Ecuador,84226,-2.55,-78.9333,11.8,5.2,20.5,0.5,21.4,7636.8,1019.39,20548.0,5.12,8.0,9.58,78.0,4.0,0.0,14.0,95.7,9.0,2,,,,,,,,,35,37.34,11.28,25.12,34.49,28.55,31.76,Mid-range,0.851,True,11.8,meteostat,3.3333333333333335,0.5894,Temperate,climate|cost|wtc_ratings,3,164
12720905-6c3e-4a3f-a805-6b30460843b6,Thessaloniki,Greece,europe,"Lively waterfronts, aromatic tavernas, and ancient ruins blend seamlessly with a youthful energy that invites exploration and leisurely enjoyment.",40.6403167,22.9352716,Mid-range,4,3,3,3,4,5,3,4,2,True,True,True,False,3.44,Greece,16622,40.5167,22.9667,17.18,-1.5,34.7,-8.0,40.5,6378.0,1015.77,37141.0,7.25,8.87,10.0,84.0,43.0,16.0,14.0,100.0,4.0,7,,,,,,,,,46,56.22,12.68,35.81,44.73,52.19,39.73,Mid-range,0.707,True,17.18,meteostat,3.4444444444444446,0.5888,Warm/Mediterranean,climate|cost|wtc_ratings,3,165
333aa3ee-33b8-4db0-b7a4-6fe335b33f37,Kolkata,India,asia,"Bustling streets filled with the aroma of spices, vibrant markets, and colonial architecture create an inviting atmosphere full of life and history.",22.5726459,88.3638953,Budget,5,2,3,1,3,5,3,4,2,True,True,True,False,3.11,India,42807,22.5333,88.3333,27.43,12.8,37.9,9.0,41.5,24682.5,1007.9,24163.0,4.83,8.61,10.0,82.0,0.0,103.0,14.0,100.0,1.0,5,,,,,,,,,53,24.43,5.3,15.47,26.43,17.56,49.72,Budget,2.035,True,27.43,meteostat,3.111111111111111,0.5883,Tropical/Hot,climate|cost|wtc_ratings,3,166
676ac4da-c47a-4027-bc2e-8794a836fcf6,Iguazu Falls,Argentina,south_america,The thunderous roar of cascading water and the lush embrace of the surrounding rainforest create an awe-inspiring natural spectacle.,-25.6925324,-54.4411144,Mid-range,3,5,5,1,2,3,3,2,4,True,True,False,False,3.11,Argentina,87097,-25.7333,-54.4667,21.55,8.5,35.3,-1.4,40.6,26626.0,1013.44,29587.0,5.8,9.63,10.0,84.0,0.0,0.0,14.0,100.0,1.0,1,,,,,,,,,4,34.69,7.71,22.04,28.17,33.32,30.72,Budget,0.886,True,21.55,meteostat,3.111111111111111,0.5883,Warm/Mediterranean,climate|cost|wtc_ratings,3,167
4574d558-f5fa-4e6e-bead-e21b8cf0edcc,Raja Ampat,Indonesia,asia,"Crystal-clear waters teeming with vibrant marine life and secluded islands offer a serene escape, perfect for snorkeling and diving enthusiasts seeking adventure.",-0.7125553,130.30344727618905,Luxury,2,4,5,5,1,3,3,1,5,False,False,True,True,3.22,Indonesia,97502,-0.9333,131.1167,27.11,23.1,32.9,20.0,34.5,44491.0,1009.01,28163.0,5.55,8.77,10.0,84.0,0.0,7.0,14.0,100.0,2.0,4,,,,,,,,,54,35.85,9.82,23.65,38.29,17.74,21.07,Mid-range,0.588,True,27.11,meteostat,3.2222222222222223,0.5883,Tropical/Hot,climate|cost|wtc_ratings,3,168
fa34b503-34f8-42a2-b918-a96c507e1378,Hamilton Island,Australia,oceania,"Turquoise waters and lush landscapes create a serene escape, where gentle sea breezes and vibrant sunsets offer a perfect island retreat.",-20.3546262,148.9560518,Luxury,2,4,5,5,3,4,4,2,4,False,True,True,False,3.67,Australia,YBHM0,-20.35,148.95,23.91,16.6,30.5,12.0,34.0,3346.8,1013.62,0.0,,9.03,9.97,17.0,0.0,2.0,14.0,100.0,5.0,1,,,,,,,,,6,77.75,36.84,58.57,77.44,72.95,104.63,Expensive,1.346,True,23.91,meteostat,3.6666666666666665,0.5882,Warm/Mediterranean,climate|cost|wtc_ratings,3,169
426c4735-6fab-4da6-9c81-6307beb32236,Panama City,Panama,north_america,Humid evenings and skyscraper views contrast beautifully with colorful historic quarters and lush jungle landscapes within easy reach.,8.9714493,-79.5341802,Mid-range,4,3,4,3,4,4,3,4,2,True,True,True,False,3.44,Panama,78792,9.05,-79.3667,27.01,20.9,34.4,17.0,37.0,4355.3,1010.29,0.0,,8.35,8.92,9.0,0.0,20.0,14.0,100.0,12.0,4,,,,,,,,,95,51.43,21.75,37.51,52.16,43.38,33.09,Mid-range,0.643,True,27.01,meteostat,3.4444444444444446,0.5879,Tropical/Hot,climate|cost|wtc_ratings,3,170
