user_id,persona,age,gender,nationality,home_country,income_tier,trips_per_year,avg_trip_days,typical_daily_budget_usd,typical_trip_budget_usd,preferred_accommodation,preferred_companion,transport_preference,avg_booking_advance_days,climate_preference,activity_tags,pref_adventure,pref_culture,pref_beach,pref_nightlife,pref_luxury,pref_family_friendly,pref_nature,pref_food,pref_safety,pref_digital_nomad,pref_instagram_worthy,pref_value_for_money,n_countries_visited,cities_visited_count,cities_visited,wishlist_count,wishlist,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13
U00256,Digital Nomad,28,Female,Indian,India,150k+,6,31,99.0,3069.0,Luxury Hotel,Solo,Any,0,Mediterranean/Warm,architecture|art_galleries|historical_sites|local_markets|nightlife|photography|yoga_wellness,0.372,0.688,0.221,0.652,0.161,0.108,0.345,0.506,0.645,0.632,0.549,1.0,5,5,Yamoussoukro|Suzhou|Guimarães|Florence|Warsaw,3,Puglia|Lviv|Cebu,0.372,0.688,0.221,0.652,0.161,0.108,0.345,0.506,0.645,0.632,0.549,1.0,0.198,0.5166666666666667
U00257,Weekend Tripper,40,Female,Other,Other,150k+,7,4,160.0,640.0,Resort,Friends,Road trips,60,Temperate/Mild,art_galleries|live_music|local_markets|museums|temples|water_sports,0.6,0.755,0.767,0.683,0.369,0.253,0.246,0.747,0.658,0.049,0.43,0.724,3,3,Innsbruck|Ubud|Tallinn,9,Fort Lauderdale|Gjirokastër|Cork|Kuching|Saaremaa Island|Marseille|Houston|Asturias|Taormina,0.6,0.755,0.767,0.683,0.369,0.253,0.246,0.747,0.658,0.049,0.43,0.724,0.32,0.06666666666666667
U00258,Budget Backpacker,22,Female,Korean,South Korea,30-70k,3,18,35.0,630.0,Mid-range Hotel,Solo,Road trips,90,Tropical/Hot,hiking|historical_sites|museums|photography,0.624,0.8,0.408,0.678,0.016,0.357,0.706,0.445,0.196,0.0,0.763,0.876,4,4,Linz|New York City|Sofia|Port Louis,10,Nagasaki|London|Naypyidaw|Madeira|Essaouira|Cologne|Dunedin|Las Vegas|Bandung|Lausanne,0.624,0.8,0.408,0.678,0.016,0.357,0.706,0.445,0.196,0.0,0.763,0.876,0.07,0.3
U00259,Family Vacationer,45,Male,Other,Other,70-150k,2,9,314.0,2826.0,Boutique Hotel,Mixed group,Road trips,60,Mediterranean/Warm,beaches|food_tours|yoga_wellness,0.33,0.617,0.669,0.212,0.22,1.0,0.369,0.541,0.808,0.206,0.33,0.595,9,10,Acapulco|Baltimore|Tokyo|Belfast|Salento|Takayama|Salta|Zermatt|Vilnius|Accra,4,Hamilton Island|Heidelberg|Puglia|Hue,0.33,0.617,0.669,0.212,0.22,1.0,0.369,0.541,0.808,0.206,0.33,0.595,0.628,0.15
U00260,Adventure Seeker,24,Female,Chinese,China,<30k,4,14,166.0,2324.0,Hostel,Friends,Any,0,Any/Flexible,architecture|cycling|hiking|museums|yoga_wellness,0.805,0.524,0.144,0.22,0.261,0.206,0.863,0.708,0.352,0.329,0.504,0.811,1,1,Muscat,9,Niagara Falls|Izmir|San Andrés|Cali|Sidi Bou Said|Rapa Nui|Dubai|Calgary|Ajaccio,0.805,0.524,0.144,0.22,0.261,0.206,0.863,0.708,0.352,0.329,0.504,0.811,0.332,0.23333333333333334
U00261,Budget Backpacker,20,Male,French,France,30-70k,3,20,31.0,620.0,Mid-range Hotel,Mixed group,Road trips,7,Tropical/Hot,art_galleries|beaches|photography|wildlife,0.861,0.654,0.547,0.496,0.0,0.197,0.774,0.663,0.288,0.057,0.676,1.0,12,13,Caracas|Chefchaouen|Malaga|Nagoya|Harare|Sibiu|Lisbon|Hallstatt|Las Vegas|La Palma|Florianópolis|Luxembourg City|Viña del Mar,7,Granada|Nelson|Manama|Rovaniemi|Hanoi|Carcassone|Kyiv,0.861,0.654,0.547,0.496,0.0,0.197,0.774,0.663,0.288,0.057,0.676,1.0,0.062,0.3333333333333333
U00262,Adventure Seeker,43,Female,Indian,India,30-70k,4,11,100.0,1100.0,Airbnb/VRBO,Solo,Trains preferred,30,Temperate/Mild,beaches|hiking|local_markets|water_sports,1.0,0.207,0.383,0.386,0.0,0.194,1.0,0.662,0.263,0.163,0.48,0.715,7,7,Stone Town|Dubrovnik|Denver|Kuwait City|Guanajuato|Bucharest|Trinidad,9,Pokhara|Tulum|Florence|Zanzibar Town|Bruges|Lagos|Orlando|Suzhou|Vladivostok,1.0,0.207,0.383,0.386,0.0,0.194,1.0,0.662,0.263,0.163,0.48,0.715,0.2,0.18333333333333332
U00263,Cultural Explorer,33,Female,British,UK,30-70k,4,12,101.0,1212.0,Mid-range Hotel,Solo,Road trips,180,Mediterranean/Warm,architecture|food_tours|live_music|temples,0.166,0.772,0.0,0.582,0.156,0.366,0.293,0.854,0.394,0.151,0.796,1.0,16,19,Phnom Penh|San Antonio|Bristol|Riga|Washington DC|Lyon|Seattle|Ljubljana|Munich|Kuching|Nafplio|Bagan|Hamburg|Manama|Quebec City|Queenstown|Byron Bay|Malaga|Surabaya,7,El Chaltén|Sucre|Nuwara Eliya|Hualien|Piran|Rome|Port of Spain,0.166,0.772,0.0,0.582,0.156,0.366,0.293,0.854,0.394,0.151,0.796,1.0,0.202,0.2
U00264,Digital Nomad,41,Female,German,Germany,30-70k,11,33,42.0,1386.0,Airbnb/VRBO,Solo,Flights only,60,Mediterranean/Warm,architecture|food_tours|hiking|historical_sites|wildlife,0.665,0.653,0.488,0.247,0.143,0.082,0.346,0.807,0.439,0.769,0.628,0.899,7,7,Madeira|Plitvice Lakes|Bruges|Rio de Janeiro|Cairo|Kolkata|Yamoussoukro,4,Delhi|Salt Lake City|Khiva|Abu Dhabi,0.665,0.653,0.488,0.247,0.143,0.082,0.346,0.807,0.439,0.769,0.628,0.899,0.084,0.55
U00265,Family Vacationer,40,Male,American,USA,70-150k,2,14,225.0,3150.0,Boutique Hotel,Mixed group,Any,14,Mediterranean/Warm,cycling|food_tours|nightlife|photography|yoga_wellness,0.162,0.255,0.67,0.255,0.04,1.0,0.613,0.751,0.626,0.143,0.495,0.979,0,0,,3,Bled|Havana|Cartagena,0.162,0.255,0.67,0.255,0.04,1.0,0.613,0.751,0.626,0.143,0.495,0.979,0.45,0.23333333333333334
U00266,Adventure Seeker,36,Male,Indian,India,70-150k,5,11,130.0,1430.0,Luxury Hotel,Solo,Any,60,Tropical/Hot,art_galleries|beaches|food_tours|hiking|museums|skiing|wildlife,1.0,0.508,0.482,0.235,0.015,0.151,0.974,0.666,0.604,0.501,0.216,1.0,5,5,Manaus|Casablanca|Tunis|Belgrade|Nafplio,4,Dunedin|Quebec City|Samarkand|Almaty,1.0,0.508,0.482,0.235,0.015,0.151,0.974,0.666,0.604,0.501,0.216,1.0,0.26,0.18333333333333332
U00267,Budget Backpacker,25,Female,Chinese,China,<30k,3,22,20.0,440.0,Budget Hotel,Friends,Flights only,30,Any/Flexible,hiking|live_music|nightlife|photography,1.0,0.502,0.327,0.7,0.0,0.169,0.912,0.565,0.24,0.191,0.759,1.0,2,2,Crete|San José,5,Puerto Vallarta|Dallas|Sedona|Batumi|Vilnius,1.0,0.502,0.327,0.7,0.0,0.169,0.912,0.565,0.24,0.191,0.759,1.0,0.04,0.36666666666666664
U00268,Luxury Traveler,61,Prefer not to say,American,USA,70-150k,5,9,669.0,6021.0,Boutique Hotel,Mixed group,Trains preferred,14,Tropical/Hot,beaches|cycling|food_tours|historical_sites|local_markets|shopping|temples,0.361,0.429,0.825,0.406,0.903,0.353,0.687,0.855,0.519,0.051,0.3,0.0,4,4,Meknes|York|Ha Long|Hamilton Island,8,Nelson|Minneapolis|Gdansk|Palawan|Crete|Chefchaouen|Queenstown|Glasgow,0.361,0.429,0.825,0.406,0.903,0.353,0.687,0.855,0.519,0.051,0.3,0.0,1.338,0.15
U00269,Budget Backpacker,19,Female,Other,Other,<30k,3,27,43.0,1161.0,Mid-range Hotel,Solo,Trains preferred,180,Mediterranean/Warm,architecture|hiking|local_markets|museums|photography,0.918,0.741,0.445,0.591,0.0,0.177,0.714,0.629,0.254,0.0,0.661,1.0,3,3,Dunedin|Almaty|Lagos,5,San Francisco|Zermatt|Linz|Santa Cruz de la Sierra|Bocas del Toro,0.918,0.741,0.445,0.591,0.0,0.177,0.714,0.629,0.254,0.0,0.661,1.0,0.086,0.45
U00270,Luxury Traveler,40,Female,German,Germany,70-150k,3,5,845.0,4225.0,Luxury Hotel,Family,Any,0,Mediterranean/Warm,food_tours|live_music|local_markets,0.22,0.635,0.523,0.564,1.0,0.252,0.422,0.944,0.823,0.408,0.322,0.033,4,4,Arequipa|Kyoto|Cairo|Izmir,7,Menorca|Almaty|San Antonio|Cape Town|Guimarães|Charlottetown|Samarkand,0.22,0.635,0.523,0.564,1.0,0.252,0.422,0.944,0.823,0.408,0.322,0.033,1.69,0.08333333333333333
U00271,Digital Nomad,35,Female,Brazilian,Brazil,30-70k,9,15,53.0,795.0,Mid-range Hotel,Solo,Trains preferred,180,Mediterranean/Warm,food_tours|historical_sites|local_markets,0.419,0.65,0.621,0.325,0.128,0.053,0.235,0.928,0.561,0.498,0.301,0.973,19,21,Cesky Krumlov|San Cristobal|Harare|Marseille|Astana|Gold Coast|Havana|Tallinn|Annecy|Edinburgh|Machu Picchu|San Juan|Rennes|Malmö|Hvar|Cebu|Galway|Verona|Savusavu|Maun|Cape Town,7,London|Prague|Cappadocia|Busan|Bukhara|Victoria|Córdoba,0.419,0.65,0.621,0.325,0.128,0.053,0.235,0.928,0.561,0.498,0.301,0.973,0.106,0.25
U00272,Adventure Seeker,44,Female,British,UK,30-70k,3,19,157.0,2983.0,Mid-range Hotel,Friends,Road trips,30,Any/Flexible,cycling|hiking|local_markets|museums|skiing|temples,1.0,0.483,0.221,0.332,0.0,0.149,1.0,0.616,0.4,0.066,0.292,0.938,7,7,Khiva|Tehran|Durban|San Cristóbal de las Casas|Milan|Nelson|Raleigh,3,Cuenca|Yamoussoukro|Sapporo,1.0,0.483,0.221,0.332,0.0,0.149,1.0,0.616,0.4,0.066,0.292,0.938,0.314,0.31666666666666665
U00273,Adventure Seeker,23,Female,Other,Other,70-150k,4,14,94.0,1316.0,Mid-range Hotel,Friends,Trains preferred,180,Cold/Snow,art_galleries|beaches|hiking|historical_sites|temples|wildlife,1.0,0.663,0.473,0.262,0.259,0.176,1.0,0.838,0.697,0.0,0.716,0.592,10,11,Santa Cruz|Galápagos Islands|Amsterdam|Fort Lauderdale|Viña del Mar|Dallas|Brno|Rio de Janeiro|Los Cabos|Chengdu|Bangkok,5,Venice|Antofagasta|Ushuaia|Queenstown|Beijing,1.0,0.663,0.473,0.262,0.259,0.176,1.0,0.838,0.697,0.0,0.716,0.592,0.188,0.23333333333333334
U00274,Family Vacationer,44,Male,Singaporean,Singapore,30-70k,2,10,246.0,2460.0,Resort,Mixed group,Trains preferred,180,Any/Flexible,architecture|beaches|food_tours|historical_sites|local_markets|wildlife,0.158,0.696,0.506,0.039,0.203,1.0,0.572,0.716,0.676,0.0,0.483,0.913,2,2,Harbin|Arica,9,Lucca|Izmir|Manila|Portland|Lyon|Queenstown|Cozumel|Monterrey|Surabaya,0.158,0.696,0.506,0.039,0.203,1.0,0.572,0.716,0.676,0.0,0.483,0.913,0.492,0.16666666666666666
U00275,Budget Backpacker,29,Male,German,Germany,30-70k,1,24,37.0,888.0,Luxury Hotel,Solo,Road trips,90,Mediterranean/Warm,art_galleries|live_music|photography|temples|wildlife,0.716,0.616,0.595,0.8,0.134,0.071,0.527,0.532,0.266,0.123,0.596,1.0,5,6,Charlotte|Nairobi|Hamilton|Cali|Maui|Auckland,10,San Sebastián|Dubrovnik|Tampa|Chicago|Rijeka|Palermo|Essaouira|Bagan|Catania|Sighisoara,0.716,0.616,0.595,0.8,0.134,0.071,0.527,0.532,0.266,0.123,0.596,1.0,0.074,0.4
U00276,Digital Nomad,25,Male,German,Germany,30-70k,4,48,53.0,2544.0,Budget Hotel,Solo,Trains preferred,60,Tropical/Hot,local_markets|photography|temples,0.508,0.45,0.088,0.357,0.314,0.056,0.704,0.978,0.416,0.793,0.9,0.716,3,3,Lusaka|Chicago|Rabat,3,Granada|Cologne|Casablanca,0.508,0.45,0.088,0.357,0.314,0.056,0.704,0.978,0.416,0.793,0.9,0.716,0.106,0.8
U00277,Weekend Tripper,26,Female,French,France,70-150k,4,3,288.0,864.0,Luxury Hotel,Friends,Flights only,30,Tropical/Hot,food_tours|hiking|historical_sites|nightlife|photography|temples,0.6,0.759,0.315,0.546,0.662,0.303,0.434,0.773,0.686,0.229,0.841,0.23,2,3,Toronto|Boston|Maui,6,Honolulu|Ubud|Philadelphia|Guanajuato|Yogyakarta|Antofagasta,0.6,0.759,0.315,0.546,0.662,0.303,0.434,0.773,0.686,0.229,0.841,0.23,0.576,0.05
U00278,Luxury Traveler,57,Female,Italian,Italy,70-150k,5,6,658.0,3948.0,Boutique Hotel,Partner,Any,90,Mediterranean/Warm,food_tours|historical_sites|live_music|shopping|yoga_wellness,0.0,0.369,0.4,0.602,1.0,0.405,0.292,0.486,0.62,0.101,0.166,0.0,8,8,Nuwara Eliya|Akureyri|St Petersburg|Tbilisi|Búzios|Lille|Stockholm|Venice,6,Tromsø|Seychelles|Córdoba|Linz|Dubrovnik|Naples,0.0,0.369,0.4,0.602,1.0,0.405,0.292,0.486,0.62,0.101,0.166,0.0,1.316,0.1
U00279,Adventure Seeker,20,Female,German,Germany,<30k,5,14,166.0,2324.0,Hostel,Mixed group,Any,60,Cold/Snow,food_tours|hiking|local_markets|water_sports|wildlife,0.826,0.24,0.495,0.231,0.0,0.331,0.829,0.61,0.17,0.158,0.529,0.995,6,7,Salento|Galle|Acapulco|Yangshuo|Phoenix|Monterrey|Hue,9,Asturias|Cebu|Fraser Island|Reykjavík|Bucharest|Nuremberg|San Diego|Nelson|Portland,0.826,0.24,0.495,0.231,0.0,0.331,0.829,0.61,0.17,0.158,0.529,0.995,0.332,0.23333333333333334
U00280,Budget Backpacker,22,Female,American,USA,70-150k,3,28,32.0,896.0,Boutique Hotel,Solo,Road trips,14,Tropical/Hot,beaches|food_tours|museums,0.625,0.437,0.556,0.472,0.124,0.102,0.696,0.549,0.722,0.064,0.68,0.924,0,0,,3,Cape Town|Venice|Eindhoven,0.625,0.437,0.556,0.472,0.124,0.102,0.696,0.549,0.722,0.064,0.68,0.924,0.064,0.4666666666666667
U00281,Adventure Seeker,20,Female,French,France,30-70k,5,14,75.0,1050.0,Mid-range Hotel,Friends,Flights only,14,Mediterranean/Warm,beaches|hiking|local_markets|museums|photography|wildlife,0.746,0.344,0.452,0.477,0.0,0.129,0.926,0.659,0.597,0.239,0.575,0.93,2,2,Brno|Bordeaux,9,Granada|Surabaya|Ajaccio|Goa|Port Douglas|Savusavu|Manaus|Bern|Vienna,0.746,0.344,0.452,0.477,0.0,0.129,0.926,0.659,0.597,0.239,0.575,0.93,0.15,0.23333333333333334
U00282,Luxury Traveler,42,Male,Korean,South Korea,30-70k,7,9,628.0,5652.0,Budget Hotel,Family,Any,30,Tropical/Hot,historical_sites|live_music|nightlife,0.053,0.455,0.48,0.597,0.923,0.559,0.416,0.728,0.45,0.0,0.227,0.008,2,2,Murmansk|Sighisoara,6,Port Louis|Gold Coast|Punta del Este|Iguazu Falls|Sofia|Sardinia,0.053,0.455,0.48,0.597,0.923,0.559,0.416,0.728,0.45,0.0,0.227,0.008,1.256,0.15
U00283,Digital Nomad,27,Male,Korean,South Korea,30-70k,6,33,88.0,2904.0,Boutique Hotel,Mixed group,Road trips,180,Mediterranean/Warm,local_markets|water_sports|wine_tasting,0.614,0.51,0.614,0.243,0.454,0.056,0.551,0.848,0.356,0.881,0.381,0.448,3,3,Launceston|Havana|Tromsø,4,Savusavu|Sydney|Malmö|Riga,0.614,0.51,0.614,0.243,0.454,0.056,0.551,0.848,0.356,0.881,0.381,0.448,0.176,0.55
U00284,Weekend Tripper,42,Female,German,Germany,70-150k,8,4,151.0,604.0,Boutique Hotel,Friends,Flights only,90,Any/Flexible,art_galleries|local_markets|museums|volunteering,0.09,0.538,0.624,0.328,0.427,0.554,0.324,0.988,0.622,0.18,0.253,0.703,4,5,Boston|Austin|Izmir|Muscat|Amritsar,3,Mumbai|Denver|Caracas,0.09,0.538,0.624,0.328,0.427,0.554,0.324,0.988,0.622,0.18,0.253,0.703,0.302,0.06666666666666667
U00285,Family Vacationer,46,Male,American,USA,70-150k,1,13,176.0,2288.0,Luxury Hotel,Friends,Any,0,Any/Flexible,local_markets|museums|volunteering,0.368,0.337,0.528,0.303,0.546,0.948,0.453,0.749,0.461,0.191,0.416,0.579,3,3,Iguazu Falls|Perth|Colmar,10,San Pedro de Atacama|Fortaleza|Dar es Salaam|Rio de Janeiro|San Jose|Nicosia|Madeira|Vancouver Island|Ghent|Lausanne,0.368,0.337,0.528,0.303,0.546,0.948,0.453,0.749,0.461,0.191,0.416,0.579,0.352,0.21666666666666667
U00286,Weekend Tripper,30,Female,Chinese,China,70-150k,6,3,107.0,321.0,Mid-range Hotel,Mixed group,Flights only,0,Tropical/Hot,art_galleries|food_tours|museums|photography|temples|wine_tasting,0.28,0.502,0.379,0.405,0.568,0.48,0.353,0.8,0.63,0.224,0.763,0.443,6,7,Manchester|Maun|Lisbon|Ayers Rock|Carcassonne|Rabat|Sintra,8,Lille|Sarajevo|Lugano|Dubai|Nafplio|Antigua|Darwin|Launceston,0.28,0.502,0.379,0.405,0.568,0.48,0.353,0.8,0.63,0.224,0.763,0.443,0.214,0.05
U00287,Family Vacationer,33,Female,German,Germany,30-70k,2,12,119.0,1428.0,Mid-range Hotel,Mixed group,Trains preferred,14,Tropical/Hot,beaches|historical_sites|museums|temples,0.539,0.792,0.883,0.0,0.002,0.997,0.547,0.552,0.669,0.068,0.782,0.992,1,1,Hamilton Island,3,Annecy|Barcelona|La Paz,0.539,0.792,0.883,0.0,0.002,0.997,0.547,0.552,0.669,0.068,0.782,0.992,0.238,0.2
U00288,Budget Backpacker,22,Male,American,USA,30-70k,3,28,44.0,1232.0,Hostel,Solo,Road trips,60,Tropical/Hot,art_galleries|historical_sites|museums|nightlife,0.629,0.964,0.831,0.686,0.0,0.0,0.803,0.943,0.472,0.137,0.844,0.991,2,2,Great Barrier Reef|Petra,3,Acapulco|Nairobi|El Chaltén,0.629,0.964,0.831,0.686,0.0,0.0,0.803,0.943,0.472,0.137,0.844,0.991,0.088,0.4666666666666667
U00289,Luxury Traveler,62,Male,Other,Other,70-150k,6,6,604.0,3624.0,Mid-range Hotel,Partner,Any,7,Any/Flexible,beaches|nightlife|shopping|wine_tasting,0.032,0.382,0.822,0.686,0.963,0.238,0.239,0.933,0.344,0.124,0.319,0.075,4,5,Tirana|Chicago|New York City|Montego Bay|Marseille,10,Matera|Port Douglas|Nara|Yaoundé|Sardinia|Durban|St Petersburg|Rovaniemi|Annecy|Minsk,0.032,0.382,0.822,0.686,0.963,0.238,0.239,0.933,0.344,0.124,0.319,0.075,1.208,0.1
U00290,Cultural Explorer,50,Female,Chinese,China,70-150k,3,11,84.0,924.0,Boutique Hotel,Family,Any,14,Cold/Snow,food_tours|hiking|historical_sites|local_markets|wine_tasting|yoga_wellness,0.521,0.604,0.39,0.162,0.507,0.428,0.309,0.909,0.545,0.291,0.248,0.571,2,2,San Antonio|Fortaleza,3,Munich|La Palma|Skopje,0.521,0.604,0.39,0.162,0.507,0.428,0.309,0.909,0.545,0.291,0.248,0.571,0.168,0.18333333333333332
U00291,Cultural Explorer,49,Male,Brazilian,Brazil,30-70k,4,9,75.0,675.0,Budget Hotel,Mixed group,Any,30,Mediterranean/Warm,local_markets|museums|nightlife|temples|wildlife,0.0,0.869,0.507,0.446,0.129,0.065,0.562,0.995,0.442,0.0,0.434,0.981,3,3,Cuenca|Tampa|Nadi,3,Cappadocia|Guilin|Shanghai,0.0,0.869,0.507,0.446,0.129,0.065,0.562,0.995,0.442,0.0,0.434,0.981,0.15,0.15
U00292,Digital Nomad,24,Male,German,Germany,30-70k,10,16,80.0,1280.0,Budget Hotel,Mixed group,Road trips,14,Any/Flexible,architecture|art_galleries|food_tours|hiking|historical_sites|photography|temples,0.725,0.7,0.369,0.62,0.222,0.031,0.433,0.819,0.338,0.716,0.676,0.605,1,1,Amsterdam,10,Bogotá|Chefchaouen|Islamabad|Zanzibar Town|Mumbai|New Orleans|Pokhara|Nelson|Puglia|Tulum,0.725,0.7,0.369,0.62,0.222,0.031,0.433,0.819,0.338,0.716,0.676,0.605,0.16,0.26666666666666666
U00293,Cultural Explorer,38,Female,American,USA,70-150k,4,11,160.0,1760.0,Luxury Hotel,Solo,Road trips,180,Temperate/Mild,historical_sites|local_markets|photography|temples|wildlife,0.072,1.0,0.453,0.511,0.367,0.3,0.614,0.814,0.671,0.1,0.367,0.613,7,7,Palawan|Sidi Bou Said|Cartagena|Rochester|Oaxaca|San Carlos de Bariloche|Quito,4,Eindhoven|Utrecht|Cairo|Lyon,0.072,1.0,0.453,0.511,0.367,0.3,0.614,0.814,0.671,0.1,0.367,0.613,0.32,0.18333333333333332
U00294,Weekend Tripper,29,Male,French,France,30-70k,4,3,189.0,567.0,Budget Hotel,Friends,Any,90,Temperate/Mild,art_galleries|food_tours|hiking|local_markets,0.419,0.654,0.391,0.387,0.382,0.47,0.09,0.809,0.466,0.0,0.902,0.645,3,4,Lille|Belgrade|Taupo|Carcassonne,3,Cali|Copenhagen|Busan,0.419,0.654,0.391,0.387,0.382,0.47,0.09,0.809,0.466,0.0,0.902,0.645,0.378,0.05
U00295,Digital Nomad,30,Male,Australian,Australia,30-70k,7,52,108.0,5616.0,Budget Hotel,Solo,Any,7,Tropical/Hot,art_galleries|food_tours|live_music|nightlife|photography|yoga_wellness,0.377,0.668,0.39,0.538,0.65,0.148,0.38,0.683,0.47,0.901,0.721,0.419,2,2,Zakynthos|Utrecht,7,Victoria|Valparaíso|Sharm El Sheikh|Fortaleza|Tokyo|Ha Long|Florianópolis,0.377,0.668,0.39,0.538,0.65,0.148,0.38,0.683,0.47,0.901,0.721,0.419,0.216,0.8666666666666667
U00296,Adventure Seeker,28,Male,American,USA,<30k,5,14,68.0,952.0,Camping/Glamping,Mixed group,Trains preferred,7,Any/Flexible,cycling|historical_sites|museums,0.839,0.349,0.321,0.392,0.059,0.281,0.956,0.54,0.416,0.088,0.472,0.887,6,7,Savusavu|Bergen|Trinidad|Accra|Matera|Svalbard|Detroit,5,Bruges|Yamoussoukro|Hamilton Island|El Chaltén|Portland,0.839,0.349,0.321,0.392,0.059,0.281,0.956,0.54,0.416,0.088,0.472,0.887,0.136,0.23333333333333334
U00297,Luxury Traveler,49,Non-binary,American,USA,70-150k,5,7,571.0,3997.0,Mid-range Hotel,Family,Any,90,Mediterranean/Warm,architecture|food_tours|historical_sites|wildlife,0.077,0.7,0.568,0.427,0.935,0.315,0.569,0.963,0.676,0.072,0.246,0.02,3,3,Svalbard|Doha|Tunis,10,Plovdiv|Abu Dhabi|Casablanca|Shanghai|Lyon|Valencia|Nantes|Detroit|Split|Cebu,0.077,0.7,0.568,0.427,0.935,0.315,0.569,0.963,0.676,0.072,0.246,0.02,1.142,0.11666666666666667
U00298,Budget Backpacker,24,Male,Indian,India,70-150k,2,15,50.0,750.0,Airbnb/VRBO,Solo,Any,14,Tropical/Hot,food_tours|hiking|historical_sites|live_music|nightlife,0.771,0.682,0.359,0.7,0.028,0.053,0.656,0.902,0.65,0.31,0.522,1.0,2,2,Aarhus|Ljubljana,10,Gotland|Lausanne|Azores|Keswick|Colombo|York|Yasawa Islands|Manaus|Nashville|Stone Town,0.771,0.682,0.359,0.7,0.028,0.053,0.656,0.902,0.65,0.31,0.522,1.0,0.1,0.25
U00299,Adventure Seeker,24,Female,American,USA,30-70k,2,11,97.0,1067.0,Hostel,Partner,Trains preferred,60,Temperate/Mild,hiking|museums|water_sports,0.961,0.306,0.396,0.333,0.17,0.03,0.677,0.543,0.485,0.059,0.737,0.607,3,3,Wellington|Giza|Búzios,9,Siwa Oasis|Mendoza|Vilamoura|Fortaleza|Adelaide|Carcassone|Los Cabos|Marseille|Malmö,0.961,0.306,0.396,0.333,0.17,0.03,0.677,0.543,0.485,0.059,0.737,0.607,0.194,0.18333333333333332
U00300,Cultural Explorer,32,Male,British,UK,70-150k,4,11,116.0,1276.0,Mid-range Hotel,Friends,Any,180,Any/Flexible,art_galleries|beaches|food_tours|hiking|historical_sites|photography|wildlife,0.335,0.883,0.359,0.027,0.213,0.326,0.684,0.71,0.736,0.185,0.72,0.852,15,16,Krakow|Budapest|Santiago de Chile|Cozumel|Reykjavík|Granada|Buenos Aires|Varanasi|Yamoussoukro|Valencia|Istanbul|Ulaanbaatar|Fukuoka|Port Douglas|Seville|Tehran,7,Linz|Gorée Island|Nelson|Singapore|Siena|Samarkand|Dunedin,0.335,0.883,0.359,0.027,0.213,0.326,0.684,0.71,0.736,0.185,0.72,0.852,0.232,0.18333333333333332
U00301,Budget Backpacker,19,Male,Other,Other,30-70k,1,17,44.0,748.0,Budget Hotel,Solo,Any,60,Mediterranean/Warm,beaches|food_tours|museums|nightlife|photography|temples|wildlife,0.818,0.653,0.601,0.458,0.11,0.072,0.635,0.745,0.359,0.241,0.887,0.692,0,0,,4,Moscow|Acapulco|Curitiba|Stockholm,0.818,0.653,0.601,0.458,0.11,0.072,0.635,0.745,0.359,0.241,0.887,0.692,0.088,0.2833333333333333
U00302,Cultural Explorer,45,Male,Korean,South Korea,70-150k,4,7,149.0,1043.0,Resort,Solo,Trains preferred,14,Temperate/Mild,architecture|art_galleries|food_tours|historical_sites|museums,0.328,0.952,0.35,0.286,0.642,0.273,0.469,0.77,0.71,0.175,0.392,0.412,1,1,Tehran,7,Verona|Raleigh|Linz|Rostock|Odessa|Puglia|Lviv,0.328,0.952,0.35,0.286,0.642,0.273,0.469,0.77,0.71,0.175,0.392,0.412,0.298,0.11666666666666667
U00303,Cultural Explorer,48,Male,American,USA,30-70k,3,8,142.0,1136.0,Mid-range Hotel,Solo,Trains preferred,60,Any/Flexible,art_galleries|food_tours|hiking|historical_sites|live_music|wildlife|yoga_wellness,0.455,0.817,0.111,0.548,0.192,0.148,0.551,1.0,0.621,0.034,0.203,0.623,5,5,Cairo|Salta|Washington DC|Accra|Essaouira,3,Valencia|Yogyakarta|Siwa Oasis,0.455,0.817,0.111,0.548,0.192,0.148,0.551,1.0,0.621,0.034,0.203,0.623,0.284,0.13333333333333333
U00304,Cultural Explorer,47,Male,American,USA,150k+,4,11,184.0,2024.0,Luxury Hotel,Mixed group,Flights only,180,Any/Flexible,architecture|food_tours|temples,0.189,1.0,0.189,0.333,0.0,0.535,0.708,0.898,0.671,0.208,0.251,1.0,2,2,Tulum|Lautoka,5,Prague|Ajaccio|Zion National Park|La Palma|Aswan,0.189,1.0,0.189,0.333,0.0,0.535,0.708,0.898,0.671,0.208,0.251,1.0,0.368,0.18333333333333332
U00305,Cultural Explorer,37,Female,American,USA,30-70k,3,11,82.0,902.0,Mid-range Hotel,Family,Any,90,Mediterranean/Warm,architecture|art_galleries|cycling|food_tours|historical_sites|museums|wildlife,0.415,1.0,0.278,0.367,0.298,0.344,0.675,1.0,0.25,0.208,0.337,0.779,4,4,Auckland|Cologne|Kuwait City|Cork,9,Tbilisi|Cali|Malmö|Kotor|Madeira|Port Douglas|Los Cabos|Trondheim|Denver,0.415,1.0,0.278,0.367,0.298,0.344,0.675,1.0,0.25,0.208,0.337,0.779,0.164,0.18333333333333332
